index,Scope,Level 1,Activity,Type,Last level,UOM,GHG/Unit,GHG Conversion Factor
32152,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>17 tonnes),0% Laden,km,kg CO2e of CH4 per unit,0.00022
32153,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All rigids,0% Laden,km,kg CO2e of CH4 per unit,0.00019
32154,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Articulated (>3.5 - 33t),0% Laden,km,kg CO2e of CH4 per unit,0.00012
32155,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Articulated (>33t),0% Laden,km,kg CO2e of CH4 per unit,0.00015
32156,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All artics,0% Laden,km,kg CO2e of CH4 per unit,0.00015
32157,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All HGVs,0% Laden,km,kg CO2e of CH4 per unit,0.00016
32150,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),0% Laden,km,kg CO2e of N2O per unit,0.00532
32151,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),0% Laden,km,kg CO2e of N2O per unit,0.00648
32152,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>17 tonnes),0% Laden,km,kg CO2e of N2O per unit,0.01059
32153,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All rigids,0% Laden,km,kg CO2e of N2O per unit,0.00888
32154,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Articulated (>3.5 - 33t),0% Laden,km,kg CO2e of N2O per unit,0.01209
32155,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Articulated (>33t),0% Laden,km,kg CO2e of N2O per unit,0.01438
32156,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All artics,0% Laden,km,kg CO2e of N2O per unit,0.01428
32157,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All HGVs,0% Laden,km,kg CO2e of N2O per unit,0.01195
32150,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),50% Laden,km,kg CO2e,0.59667
32151,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),50% Laden,km,kg CO2e,0.7483
32152,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>17 tonnes),50% Laden,km,kg CO2e,1.12114
32153,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All rigids,50% Laden,km,kg CO2e,0.96223
32154,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Articulated (>3.5 - 33t),50% Laden,km,kg CO2e,0.90403
32155,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Articulated (>33t),50% Laden,km,kg CO2e,0.99249
32156,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All artics,50% Laden,km,kg CO2e,0.98913
32157,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All HGVs,50% Laden,km,kg CO2e,0.97835
32150,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),50% Laden,km,kg CO2e of CO2 per unit,0.59124
32151,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),50% Laden,km,kg CO2e of CO2 per unit,0.74168
32152,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>17 tonnes),50% Laden,km,kg CO2e of CO2 per unit,1.11032
32153,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All rigids,50% Laden,km,kg CO2e of CO2 per unit,0.95316
32154,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Articulated (>3.5 - 33t),50% Laden,km,kg CO2e of CO2 per unit,0.89182
32155,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Articulated (>33t),50% Laden,km,kg CO2e of CO2 per unit,0.97797
32156,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All artics,50% Laden,km,kg CO2e of CO2 per unit,0.9747
32157,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All HGVs,50% Laden,km,kg CO2e of CO2 per unit,0.96624
32150,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),50% Laden,km,kg CO2e of CH4 per unit,0.00011
32151,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),50% Laden,km,kg CO2e of CH4 per unit,0.00013
32152,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>17 tonnes),50% Laden,km,kg CO2e of CH4 per unit,0.00022
32153,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All rigids,50% Laden,km,kg CO2e of CH4 per unit,0.00019
32154,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Articulated (>3.5 - 33t),50% Laden,km,kg CO2e of CH4 per unit,0.00012
32155,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Articulated (>33t),50% Laden,km,kg CO2e of CH4 per unit,0.00015
32156,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All artics,50% Laden,km,kg CO2e of CH4 per unit,0.00015
32157,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All HGVs,50% Laden,km,kg CO2e of CH4 per unit,0.00016
32150,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),50% Laden,km,kg CO2e of N2O per unit,0.00532
32151,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),50% Laden,km,kg CO2e of N2O per unit,0.00648
32152,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>17 tonnes),50% Laden,km,kg CO2e of N2O per unit,0.01059
32153,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All rigids,50% Laden,km,kg CO2e of N2O per unit,0.00888
32154,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Articulated (>3.5 - 33t),50% Laden,km,kg CO2e of N2O per unit,0.01209
32155,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Articulated (>33t),50% Laden,km,kg CO2e of N2O per unit,0.01438
32156,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All artics,50% Laden,km,kg CO2e of N2O per unit,0.01428
32157,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All HGVs,50% Laden,km,kg CO2e of N2O per unit,0.01195
32150,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),100% Laden,km,kg CO2e,0.64397
32151,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),100% Laden,km,kg CO2e,0.84101
32152,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>17 tonnes),100% Laden,km,kg CO2e,1.321
32153,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All rigids,100% Laden,km,kg CO2e,1.11603
32154,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Articulated (>3.5 - 33t),100% Laden,km,kg CO2e,1.08239
32155,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Articulated (>33t),100% Laden,km,kg CO2e,1.23699
32156,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All artics,100% Laden,km,kg CO2e,1.23112
32157,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All HGVs,100% Laden,km,kg CO2e,1.18495
32150,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),100% Laden,km,kg CO2e of CO2 per unit,0.63854
32151,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),100% Laden,km,kg CO2e of CO2 per unit,0.83439
32152,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>17 tonnes),100% Laden,km,kg CO2e of CO2 per unit,1.31018
32153,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All rigids,100% Laden,km,kg CO2e of CO2 per unit,1.10696
32154,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Articulated (>3.5 - 33t),100% Laden,km,kg CO2e of CO2 per unit,1.07018
32155,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Articulated (>33t),100% Laden,km,kg CO2e of CO2 per unit,1.22247
32156,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All artics,100% Laden,km,kg CO2e of CO2 per unit,1.21669
32157,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All HGVs,100% Laden,km,kg CO2e of CO2 per unit,1.17284
32150,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),100% Laden,km,kg CO2e of CH4 per unit,0.00011
32151,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),100% Laden,km,kg CO2e of CH4 per unit,0.00013
32152,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>17 tonnes),100% Laden,km,kg CO2e of CH4 per unit,0.00022
32153,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All rigids,100% Laden,km,kg CO2e of CH4 per unit,0.00019
32154,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Articulated (>3.5 - 33t),100% Laden,km,kg CO2e of CH4 per unit,0.00012
32155,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Articulated (>33t),100% Laden,km,kg CO2e of CH4 per unit,0.00015
32156,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All artics,100% Laden,km,kg CO2e of CH4 per unit,0.00015
32157,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All HGVs,100% Laden,km,kg CO2e of CH4 per unit,0.00016
32150,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),100% Laden,km,kg CO2e of N2O per unit,0.00532
32151,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),100% Laden,km,kg CO2e of N2O per unit,0.00648
32152,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>17 tonnes),100% Laden,km,kg CO2e of N2O per unit,0.01059
32153,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All rigids,100% Laden,km,kg CO2e of N2O per unit,0.00888
32154,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Articulated (>3.5 - 33t),100% Laden,km,kg CO2e of N2O per unit,0.01209
32155,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Articulated (>33t),100% Laden,km,kg CO2e of N2O per unit,0.01438
32156,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All artics,100% Laden,km,kg CO2e of N2O per unit,0.01428
32157,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All HGVs,100% Laden,km,kg CO2e of N2O per unit,0.01195
32150,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),Average laden,km,kg CO2e,0.59005
32151,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),Average laden,km,kg CO2e,0.72049
32152,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>17 tonnes),Average laden,km,kg CO2e,1.18083
32153,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All rigids,Average laden,km,kg CO2e,0.99739
32154,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Articulated (>3.5 - 33t),Average laden,km,kg CO2e,0.90759
32155,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Articulated (>33t),Average laden,km,kg CO2e,1.08051
32156,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All artics,Average laden,km,kg CO2e,1.07395
32157,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All HGVs,Average laden,km,kg CO2e,1.04323
32150,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),Average laden,km,kg CO2e of CO2 per unit,0.58462
32151,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),Average laden,km,kg CO2e of CO2 per unit,0.71387
32152,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>17 tonnes),Average laden,km,kg CO2e of CO2 per unit,1.17001
32153,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All rigids,Average laden,km,kg CO2e of CO2 per unit,0.98832
32154,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Articulated (>3.5 - 33t),Average laden,km,kg CO2e of CO2 per unit,0.89538
32155,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Articulated (>33t),Average laden,km,kg CO2e of CO2 per unit,1.06599
32156,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All artics,Average laden,km,kg CO2e of CO2 per unit,1.05952
32157,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All HGVs,Average laden,km,kg CO2e of CO2 per unit,1.03112
32150,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),Average laden,km,kg CO2e of CH4 per unit,0.00011
32151,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),Average laden,km,kg CO2e of CH4 per unit,0.00013
32152,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>17 tonnes),Average laden,km,kg CO2e of CH4 per unit,0.00022
32153,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All rigids,Average laden,km,kg CO2e of CH4 per unit,0.00019
32154,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Articulated (>3.5 - 33t),Average laden,km,kg CO2e of CH4 per unit,0.00012
32155,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Articulated (>33t),Average laden,km,kg CO2e of CH4 per unit,0.00015
32156,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All artics,Average laden,km,kg CO2e of CH4 per unit,0.00015
32157,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All HGVs,Average laden,km,kg CO2e of CH4 per unit,0.00016
32150,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),Average laden,km,kg CO2e of N2O per unit,0.00532
32151,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),Average laden,km,kg CO2e of N2O per unit,0.00648
32152,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>17 tonnes),Average laden,km,kg CO2e of N2O per unit,0.01059
32153,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All rigids,Average laden,km,kg CO2e of N2O per unit,0.00888
32154,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Articulated (>3.5 - 33t),Average laden,km,kg CO2e of N2O per unit,0.01209
32155,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Articulated (>33t),Average laden,km,kg CO2e of N2O per unit,0.01438
32156,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All artics,Average laden,km,kg CO2e of N2O per unit,0.01428
32157,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All HGVs,Average laden,km,kg CO2e of N2O per unit,0.01195
32160,Scope 3,Managed assets- vehicles,Managed motorbikes,Small,,km,kg CO2e,0.08319
32161,Scope 3,Managed assets- vehicles,Managed motorbikes,Small,,miles,kg CO2e,0.13389
32162,Scope 3,Managed assets- vehicles,Managed motorbikes,Medium,,km,kg CO2e,0.10108
32163,Scope 3,Managed assets- vehicles,Managed motorbikes,Medium,,miles,kg CO2e,0.16266
32164,Scope 3,Managed assets- vehicles,Managed motorbikes,Large,,km,kg CO2e,0.13252
32165,Scope 3,Managed assets- vehicles,Managed motorbikes,Large,,miles,kg CO2e,0.21326
32166,Scope 3,Managed assets- vehicles,Managed motorbikes,Average,,km,kg CO2e,0.11367
32167,Scope 3,Managed assets- vehicles,Managed motorbikes,Average,,miles,kg CO2e,0.18294
32160,Scope 3,Managed assets- vehicles,Managed motorbikes,Small,,km,kg CO2e of CO2 per unit,0.08094
32161,Scope 3,Managed assets- vehicles,Managed motorbikes,Small,,miles,kg CO2e of CO2 per unit,0.13027
32162,Scope 3,Managed assets- vehicles,Managed motorbikes,Medium,,km,kg CO2e of CO2 per unit,0.09826
32163,Scope 3,Managed assets- vehicles,Managed motorbikes,Medium,,miles,kg CO2e of CO2 per unit,0.15813
32164,Scope 3,Managed assets- vehicles,Managed motorbikes,Large,,km,kg CO2e of CO2 per unit,0.13072
32165,Scope 3,Managed assets- vehicles,Managed motorbikes,Large,,miles,kg CO2e of CO2 per unit,0.21037
32166,Scope 3,Managed assets- vehicles,Managed motorbikes,Average,,km,kg CO2e of CO2 per unit,0.11138
32167,Scope 3,Managed assets- vehicles,Managed motorbikes,Average,,miles,kg CO2e of CO2 per unit,0.17925
32160,Scope 3,Managed assets- vehicles,Managed motorbikes,Small,,km,kg CO2e of CH4 per unit,0.00175
32161,Scope 3,Managed assets- vehicles,Managed motorbikes,Small,,miles,kg CO2e of CH4 per unit,0.00282
32162,Scope 3,Managed assets- vehicles,Managed motorbikes,Medium,,km,kg CO2e of CH4 per unit,0.00228
32163,Scope 3,Managed assets- vehicles,Managed motorbikes,Medium,,miles,kg CO2e of CH4 per unit,0.00367
32164,Scope 3,Managed assets- vehicles,Managed motorbikes,Large,,km,kg CO2e of CH4 per unit,0.00127
32165,Scope 3,Managed assets- vehicles,Managed motorbikes,Large,,miles,kg CO2e of CH4 per unit,0.00204
32166,Scope 3,Managed assets- vehicles,Managed motorbikes,Average,,km,kg CO2e of CH4 per unit,0.00177
32167,Scope 3,Managed assets- vehicles,Managed motorbikes,Average,,miles,kg CO2e of CH4 per unit,0.00284
32160,Scope 3,Managed assets- vehicles,Managed motorbikes,Small,,km,kg CO2e of N2O per unit,0.0005
32161,Scope 3,Managed assets- vehicles,Managed motorbikes,Small,,miles,kg CO2e of N2O per unit,0.0008
32162,Scope 3,Managed assets- vehicles,Managed motorbikes,Medium,,km,kg CO2e of N2O per unit,0.00053
32163,Scope 3,Managed assets- vehicles,Managed motorbikes,Medium,,miles,kg CO2e of N2O per unit,0.00085
32164,Scope 3,Managed assets- vehicles,Managed motorbikes,Large,,km,kg CO2e of N2O per unit,0.00053
32165,Scope 3,Managed assets- vehicles,Managed motorbikes,Large,,miles,kg CO2e of N2O per unit,0.00085
32166,Scope 3,Managed assets- vehicles,Managed motorbikes,Average,,km,kg CO2e of N2O per unit,0.00052
32167,Scope 3,Managed assets- vehicles,Managed motorbikes,Average,,miles,kg CO2e of N2O per unit,0.00084
